Log File Is Successfully Opened.
GL Version :  3.3.0 
GLSL Version:  3.30 NVIDIA via Cg compiler 
Sphere Vertices size: 1683
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
0.097545,0.000000,-0.490393,
0.095671,0.019030,-0.490393,
0.090120,0.037329,-0.490393,
0.081106,0.054193,-0.490393,
0.068975,0.068975,-0.490393,
0.054193,0.081106,-0.490393,
0.037329,0.090120,-0.490393,
0.019030,0.095671,-0.490393,
-0.000000,0.097545,-0.490393,
-0.019030,0.095671,-0.490393,
-0.037329,0.090120,-0.490393,
-0.054193,0.081106,-0.490393,
-0.068975,0.068975,-0.490393,
-0.081106,0.054193,-0.490393,
-0.090120,0.037329,-0.490393,
-0.095671,0.019030,-0.490393,
-0.097545,-0.000000,-0.490393,
-0.095671,-0.019030,-0.490393,
-0.090120,-0.037329,-0.490393,
-0.081106,-0.054193,-0.490393,
-0.068975,-0.068975,-0.490393,
-0.054193,-0.081106,-0.490393,
-0.037329,-0.090120,-0.490393,
-0.019030,-0.095671,-0.490393,
0.000000,-0.097545,-0.490393,
0.019030,-0.095671,-0.490393,
0.037329,-0.090120,-0.490393,
0.054193,-0.081106,-0.490393,
0.068975,-0.068975,-0.490393,
0.081106,-0.054193,-0.490393,
0.090120,-0.037329,-0.490393,
0.095671,-0.019030,-0.490393,
0.097545,0.000000,-0.490393,
0.191342,0.000000,-0.461940,
0.187665,0.037329,-0.461940,
0.176777,0.073223,-0.461940,
0.159095,0.106304,-0.461940,
0.135299,0.135299,-0.461940,
0.106304,0.159095,-0.461940,
0.073223,0.176777,-0.461940,
0.037329,0.187665,-0.461940,
-0.000000,0.191342,-0.461940,
-0.037329,0.187665,-0.461940,
-0.073223,0.176777,-0.461940,
-0.106304,0.159095,-0.461940,
-0.135299,0.135299,-0.461940,
-0.159095,0.106304,-0.461940,
-0.176777,0.073223,-0.461940,
-0.187665,0.037329,-0.461940,
-0.191342,-0.000000,-0.461940,
-0.187665,-0.037329,-0.461940,
-0.176777,-0.073223,-0.461940,
-0.159095,-0.106304,-0.461940,
-0.135299,-0.135299,-0.461940,
-0.106304,-0.159095,-0.461940,
-0.073223,-0.176777,-0.461940,
-0.037329,-0.187665,-0.461940,
0.000000,-0.191342,-0.461940,
0.037329,-0.187665,-0.461940,
0.073223,-0.176777,-0.461940,
0.106304,-0.159095,-0.461940,
0.135299,-0.135299,-0.461940,
0.159095,-0.106304,-0.461940,
0.176777,-0.073223,-0.461940,
0.187665,-0.037329,-0.461940,
0.191342,0.000000,-0.461940,
0.277785,0.000000,-0.415735,
0.272448,0.054193,-0.415735,
0.256640,0.106304,-0.415735,
0.230970,0.154329,-0.415735,
0.196424,0.196424,-0.415735,
0.154329,0.230970,-0.415735,
0.106304,0.256640,-0.415735,
0.054193,0.272448,-0.415735,
-0.000000,0.277785,-0.415735,
-0.054193,0.272448,-0.415735,
-0.106304,0.256640,-0.415735,
-0.154329,0.230970,-0.415735,
-0.196424,0.196424,-0.415735,
-0.230970,0.154329,-0.415735,
-0.256640,0.106304,-0.415735,
-0.272448,0.054193,-0.415735,
-0.277785,-0.000000,-0.415735,
-0.272448,-0.054193,-0.415735,
-0.256640,-0.106304,-0.415735,
-0.230970,-0.154329,-0.415735,
-0.196424,-0.196424,-0.415735,
-0.154329,-0.230970,-0.415735,
-0.106304,-0.256640,-0.415735,
-0.054193,-0.272448,-0.415735,
0.000000,-0.277785,-0.415735,
0.054193,-0.272448,-0.415735,
0.106304,-0.256640,-0.415735,
0.154329,-0.230970,-0.415735,
0.196424,-0.196424,-0.415735,
0.230970,-0.154329,-0.415735,
0.256640,-0.106304,-0.415735,
0.272448,-0.054193,-0.415735,
0.277785,0.000000,-0.415735,
0.353553,0.000000,-0.353553,
0.346760,0.068975,-0.353553,
0.326641,0.135299,-0.353553,
0.293969,0.196424,-0.353553,
0.250000,0.250000,-0.353553,
0.196424,0.293969,-0.353553,
0.135299,0.326641,-0.353553,
